Episode,Frame,Episode_val,url_thumb,url_image,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,PC1_V,PC2_V,PC1_P,PC2_P,PC1_A,PC2_A
Coping,0,2,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/thumbnails2b/Coping/frame0.png,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/image3b/Coping/frame0.png,1.1680023480075645,-1.1487065330913289,-1.4451973452720825,1.4801994060948036,4.1018392513653446,-0.6270423375992471,-1.119104186211033,-1.194776577956935,-1.444900481607067,-1.1514395440362155,-1.19311390207951,-1.7262890931977215,-1.1376781943250045,-1.273949857350624,-1.9926073970425444,4.790391339828046,-2.6860954061936364,-3.7315106621411154,-0.48292566145337856,-3.8600027957205776,0.5378920611321087
Coping,1,2,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/thumbnails2b/Coping/frame1.png,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/image3b/Coping/frame1.png,0.9702087363974359,-0.12858027534763203,-0.7106003188083453,0.48184533035208355,0.15295867564060614,-0.5996384668815162,-0.6738737498449712,-0.6743646805056029,-0.18532238168018028,0.24736242034331038,-0.8073762666719199,0.5356067254583895,-0.8060558482649128,-0.7074081909191573,-1.323742804686835,1.3696933687230282,-1.1839419182446358,-1.5559342680472033,-0.2707250361434663,-0.9368965565583168,0.13539134266022607
Coping,2,2,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/thumbnails2b/Coping/frame2.png,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/image3b/Coping/frame2.png,1.0276314124201211,0.0025445993118246783,-0.7471891590237907,0.36332329955618364,0.47929718172807917,-0.5996384668815162,-0.6155697641303679,-0.4650304565869772,-0.36699229993886584,-0.6241134066709179,-0.7994004884961989,0.3731501196985583,-0.9829210994969617,-0.25858946816176165,-1.6727156354811181,1.5148760737477078,-1.5186637963692176,-1.839895525158566,0.37162027410798804,-1.0252988078264147,0.42266638619108887
Coping,3,2,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/thumbnails2b/Coping/frame3.png,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/image3b/Coping/frame3.png,1.0624226549857396,0.06140798899079958,-0.7862920769835761,0.26571219266398827,0.69640810390054,-0.5996384668815162,0.4163445284888899,-0.6883640648814867,1.3164822759249537,-0.5673244380315782,-0.19789388441058475,-1.1264493180844988,-0.20913562535674812,-1.0318042902811935,-0.20412163922184273,1.1858055426563128,-0.5784717148189455,-0.8266813645651171,-1.3139556758471247,-1.0930284129462042,0.6071899869473151
Coping,4,2,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/thumbnails2b/Coping/frame4.png,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/image3b/Coping/frame4.png,1.121288763769164,0.10231933958141234,-0.9287301257217015,0.2571014748468794,0.9744411763292389,-0.6270423375992471,0.4163445284888899,-0.6883640648814867,1.3164822759249537,-0.20225249677868007,-0.9541117214760908,-0.1891996694700881,-0.5662673826522313,-0.2656405819755732,-1.294661735453978,1.4721597480406292,-0.5548810811644862,-0.8788264769492773,-0.9612292172782771,-1.287927143952811,0.7750208486488135
Coping,5,2,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/thumbnails2b/Coping/frame5.png,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/image3b/Coping/frame5.png,1.0516370281497276,-0.036579538549128,-0.8832236778589699,0.47343772095832193,0.6290712368828446,0.7705550690050275,0.2617796859769405,-0.881737336141461,1.2074803249697423,-0.8192240774960781,-0.6965384254879465,-0.8015361065648364,-0.2555627538051609,-1.0117675972314342,0.07214851849029819,1.7372508103688546,-0.7572061364553917,-1.1322554796884983,-1.2149382190905875,-1.583407172686308,0.6155190157941703
Coping,6,2,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/thumbnails2b/Coping/frame6.png,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/image3b/Coping/frame6.png,0.9539478199838484,-0.050336611024353925,-0.9040121229205313,0.37907589076366044,0.14285944664572423,-0.9832926569297484,-0.6420715758188239,-0.5132297374428942,-0.35488097205495345,-0.9932417028266262,-0.19093430386744542,-1.451362529604161,-0.621821211564862,-0.8774185810993523,0.4647429531338669,1.1897752071269332,-1.4519699782219455,-1.6932163322944542,-0.18139692901538154,-0.8620652958068361,0.20147675066313836
Coping,7,2,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/thumbnails2b/Coping/frame7.png,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/image3b/Coping/frame7.png,0.18900635069809565,0.04083217169306,2.523807429827213,0.2360328208029534,-1.1508805337382502,-0.9832926569297484,-0.8805878810149285,-0.21072499004896172,-1.1784512681609947,-0.5372596899283985,-0.5141009134358286,-0.5765961908973778,-0.5512302560292637,-0.8478247140966638,0.42112134928458145,-1.4422971264852338,-1.945241917612269,-1.6066931968088263,0.24705685712175196,1.9448603477763113,-0.925220416611925
Coping,8,2,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/thumbnails2b/Coping/frame8.png,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/image3b/Coping/frame8.png,-2.176182195950305,0.0907922711864202,4.967432074006915,0.3512402141946032,-1.544965998708477,-0.9832926569297484,-1.119104186211033,-1.194776577956935,-1.444900481607067,1.4588248359220068,-1.134319365651069,1.3978764021836472,1.4158138703377008,-1.2134134655832665,-0.20412163922184273,-3.8325267504691047,-1.2743689115251229,-0.6563601784170693,-1.3362100967825485,4.379471493352963,-2.4265344670996436
Coping,9,2,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/thumbnails2b/Coping/frame9.png,https://raw.githubusercontent.com/jf3482/DataViz-A5SampleImages/master/image3b/Coping/frame9.png,-0.8440933404454299,-0.5179002182475528,3.85868160260466,1.1061559402073378,-1.4673376960864617,-1.3395429762602498,-0.6897748368580449,0.26800280947383626,-0.5486622181975515,-0.7199908861918812,-0.29486403997832616,-0.039239725691782384,-0.9055425520829404,-1.2419928780056242,1.395337168585289,-2.4195970558927087,-1.6791265726147293,-1.2336989662878348,0.5959142133813076,2.7674913660863516,-2.516584155654399
