,rock,pop,alternative,indie,electronic,female vocalists,dance,00s,alternative rock,jazz,beautiful,metal,chillout,male vocalists,classic rock,soul,indie rock,Mellow,electronica,80s,folk,90s,chill,instrumental,punk,oldies,blues,hard rock,ambient,acoustic,experimental,female vocalist,guitar,Hip-Hop,70s,party,country,easy listening,sexy,catchy,funk,electro,heavy metal,Progressive rock,60s,rnb,indie pop,sad,House,happy
0,0.2170189917087555,0.04661568999290466,0.10378047823905945,0.10345450043678284,0.12400108575820923,0.05731159448623657,0.017924338579177856,0.012752920389175415,0.05271691083908081,0.08578309416770935,0.02267119288444519,0.04642358422279358,0.03421741724014282,0.008377611637115479,0.044827818870544434,0.02013292908668518,0.04129651188850403,0.01686006784439087,0.04087340831756592,0.03241428732872009,0.040334612131118774,0.030404627323150635,0.013097524642944336,0.10211795568466187,0.03858855366706848,0.005632936954498291,0.019687145948410034,0.0324569046497345,0.10931724309921265,0.01814982295036316,0.14715227484703064,0.006697714328765869,0.016032814979553223,0.018771201372146606,0.014934360980987549,0.0027024149894714355,0.003043055534362793,0.006502211093902588,0.004546165466308594,0.0022581815719604492,0.013017028570175171,0.013521283864974976,0.023935377597808838,0.0742102563381195,0.0112704336643219,0.008781075477600098,0.01013454794883728,0.010372757911682129,0.00931575894355774,0.0017809867858886719
1,0.08605366945266724,0.017018646001815796,0.05935591459274292,0.05718749761581421,0.24056699872016907,0.034893304109573364,0.018041372299194336,0.010560482740402222,0.019734501838684082,0.2675718665122986,0.010536819696426392,0.01046714186668396,0.05453735589981079,0.0035960376262664795,0.012109935283660889,0.016418755054473877,0.020705491304397583,0.009254276752471924,0.08297118544578552,0.015579670667648315,0.015571534633636475,0.016358554363250732,0.020431578159332275,0.07030120491981506,0.016001462936401367,0.002472490072250366,0.020032882690429688,0.0061511993408203125,0.09732303023338318,0.006520360708236694,0.2248402237892151,0.00412335991859436,0.010385453701019287,0.03947943449020386,0.0072827935218811035,0.003671199083328247,0.000602424144744873,0.003947257995605469,0.004326462745666504,0.0014772117137908936,0.03320631384849548,0.027370542287826538,0.003759145736694336,0.0395067036151886,0.003749459981918335,0.005392253398895264,0.005517840385437012,0.00348055362701416,0.010567545890808105,0.0016485154628753662
2,0.07888489961624146,0.015853583812713623,0.06150498986244202,0.060755252838134766,0.2913782000541687,0.035761505365371704,0.018651187419891357,0.011491209268569946,0.01938784122467041,0.1762274205684662,0.010594964027404785,0.011411517858505249,0.06339430809020996,0.0029616057872772217,0.008153527975082397,0.013949453830718994,0.021430283784866333,0.008989095687866211,0.10324543714523315,0.012182831764221191,0.012115389108657837,0.016916781663894653,0.021921753883361816,0.06403687596321106,0.012649238109588623,0.0011464357376098633,0.011529684066772461,0.0051219165325164795,0.12205660343170166,0.005189865827560425,0.25887835025787354,0.0040208399295806885,0.007659107446670532,0.04739046096801758,0.0048462748527526855,0.003693610429763794,0.0003268420696258545,0.002843320369720459,0.004835605621337891,0.0013926923274993896,0.031531572341918945,0.03209960460662842,0.0031545162200927734,0.03309646248817444,0.0021348297595977783,0.0049547553062438965,0.005406767129898071,0.0033260583877563477,0.010661572217941284,0.0013598501682281494
3,0.058808833360672,0.01046687364578247,0.049472272396087646,0.04673504829406738,0.3365286886692047,0.026255697011947632,0.017949968576431274,0.010588079690933228,0.013921409845352173,0.14827895164489746,0.009665220975875854,0.011483311653137207,0.06283405423164368,0.002294182777404785,0.006423503160476685,0.009325116872787476,0.015934616327285767,0.007617324590682983,0.12019515037536621,0.0069956183433532715,0.011653721332550049,0.013752967119216919,0.021337568759918213,0.06453889608383179,0.007696419954299927,0.0012086331844329834,0.012799710035324097,0.003913968801498413,0.14915740489959717,0.004207491874694824,0.31143850088119507,0.002978771924972534,0.006754040718078613,0.0673632025718689,0.0030480921268463135,0.0038309693336486816,0.0004159212112426758,0.0025869011878967285,0.0038371384143829346,0.0012406706809997559,0.02572709321975708,0.03652667999267578,0.002544581890106201,0.026007860898971558,0.0023001432418823242,0.002992868423461914,0.0038466453552246094,0.0028604865074157715,0.010599702596664429,0.0010493993759155273
4,0.0793420672416687,0.025623470544815063,0.057921916246414185,0.04763585329055786,0.38759875297546387,0.03446054458618164,0.032490074634552,0.010411053895950317,0.018285781145095825,0.015310078859329224,0.012727171182632446,0.014665871858596802,0.06468158960342407,0.0026085078716278076,0.0063949525356292725,0.00503203272819519,0.015336781740188599,0.006856977939605713,0.12688514590263367,0.03141552209854126,0.004372894763946533,0.027423232793807983,0.016482383012771606,0.051871925592422485,0.0073438286781311035,0.0002962946891784668,0.001087099313735962,0.006374150514602661,0.26006174087524414,0.0016454756259918213,0.18507099151611328,0.0034843385219573975,0.002839714288711548,0.01732736825942993,0.002837926149368286,0.00403103232383728,0.00011548862676136196,0.001681983470916748,0.005261152982711792,0.0017965435981750488,0.007286697626113892,0.04600048065185547,0.004270762205123901,0.024936139583587646,0.000605463981628418,0.0033834874629974365,0.0035821497440338135,0.0032586753368377686,0.01432037353515625,0.0006992816925048828
5,0.08391201496124268,0.024509459733963013,0.06266126036643982,0.05432605743408203,0.39438721537590027,0.033376872539520264,0.03045561909675598,0.01065051555633545,0.01988336443901062,0.019832879304885864,0.014225244522094727,0.011602729558944702,0.07397723197937012,0.0026144087314605713,0.006605923175811768,0.004913955926895142,0.01787540316581726,0.007666230201721191,0.1296655535697937,0.029266148805618286,0.004634946584701538,0.025087743997573853,0.018094658851623535,0.05947607755661011,0.006927162408828735,0.00035303831100463867,0.0011858940124511719,0.00571480393409729,0.2721676230430603,0.0017353296279907227,0.181473046541214,0.0032977163791656494,0.0030404627323150635,0.012178212404251099,0.00301167368888855,0.0037193000316619873,0.00012958049774169922,0.002030789852142334,0.005025953054428101,0.0017971694469451904,0.0072956085205078125,0.043723225593566895,0.003557354211807251,0.029399752616882324,0.0006887316703796387,0.0028349757194519043,0.00419268012046814,0.003551691770553589,0.01464727520942688,0.000764995813369751
6,0.16773101687431335,0.019724547863006592,0.0957634449005127,0.08748805522918701,0.17432063817977905,0.03503045439720154,0.008867114782333374,0.010848283767700195,0.04385638236999512,0.08429268002510071,0.019037514925003052,0.04535529017448425,0.03696316480636597,0.0038353800773620605,0.019130080938339233,0.005649000406265259,0.03446465730667114,0.011927217245101929,0.0584980845451355,0.023717135190963745,0.025523841381072998,0.020637720823287964,0.013639450073242188,0.07621243596076965,0.039086759090423584,0.0022194385528564453,0.006371796131134033,0.015866130590438843,0.17925333976745605,0.00854957103729248,0.2740060091018677,0.0037536025047302246,0.008891642093658447,0.009572863578796387,0.0074135661125183105,0.001887589693069458,0.0009827911853790283,0.003581404685974121,0.0028804242610931396,0.0015219449996948242,0.007203996181488037,0.012939482927322388,0.013370990753173828,0.06068506836891174,0.004809707403182983,0.0017924606800079346,0.006476253271102905,0.006317645311355591,0.00468018651008606,0.0011459887027740479
7,0.14784911274909973,0.037581682205200195,0.07129833102226257,0.05577033758163452,0.11182096600532532,0.05396279692649841,0.010089874267578125,0.01130521297454834,0.030637651681900024,0.12832430005073547,0.02549615502357483,0.031848132610321045,0.059052973985672,0.00678706169128418,0.025331974029541016,0.018836796283721924,0.016417771577835083,0.023057132959365845,0.038487255573272705,0.016322165727615356,0.044145435094833374,0.024272501468658447,0.01953577995300293,0.12049013376235962,0.007581174373626709,0.0024284720420837402,0.01437792181968689,0.018362194299697876,0.15255245566368103,0.02455654740333557,0.08655858039855957,0.006826579570770264,0.02692088484764099,0.008884072303771973,0.008329898118972778,0.0014387667179107666,0.002975374460220337,0.008129715919494629,0.0036280155181884766,0.0011352896690368652,0.009929060935974121,0.008518457412719727,0.01290014386177063,0.07044228911399841,0.0037775039672851562,0.0059133172035217285,0.0045333802700042725,0.010809898376464844,0.00633886456489563,0.0010940730571746826
8,0.13142681121826172,0.018040895462036133,0.0671873390674591,0.04452052712440491,0.15539327263832092,0.02991148829460144,0.009986966848373413,0.011603772640228271,0.03182056546211243,0.0671142041683197,0.022630006074905396,0.0690189003944397,0.04847067594528198,0.004012197256088257,0.014860749244689941,0.004870712757110596,0.014691561460494995,0.014032542705535889,0.04823392629623413,0.010421007871627808,0.020262151956558228,0.023577332496643066,0.015557408332824707,0.1427091360092163,0.007942914962768555,0.0008317530155181885,0.006099969148635864,0.023153573274612427,0.21312767267227173,0.010031551122665405,0.11961871385574341,0.0037294626235961914,0.020181119441986084,0.009007781744003296,0.0030705630779266357,0.0015673041343688965,0.0009866058826446533,0.004050135612487793,0.0027020275592803955,0.0010161995887756348,0.003966301679611206,0.010743319988250732,0.021911442279815674,0.0748911201953888,0.0016329288482666016,0.0022994279861450195,0.0028991103172302246,0.007866710424423218,0.004376500844955444,0.0007454156875610352
9,0.13874155282974243,0.03671342134475708,0.06964796781539917,0.07208076119422913,0.10032039880752563,0.05711373686790466,0.008536219596862793,0.012096315622329712,0.02630627155303955,0.13650810718536377,0.03095865249633789,0.021543264389038086,0.05874016880989075,0.006007581949234009,0.026286542415618896,0.020511895418167114,0.019847899675369263,0.027168869972229004,0.03396233916282654,0.012928754091262817,0.05851626396179199,0.014587104320526123,0.01927340030670166,0.14881232380867004,0.011671066284179688,0.0032770633697509766,0.012995243072509766,0.015256136655807495,0.13343662023544312,0.02903398871421814,0.06702211499214172,0.007697105407714844,0.025571197271347046,0.007069110870361328,0.012678474187850952,0.0013272464275360107,0.003994852304458618,0.010305017232894897,0.0030854642391204834,0.0013095736503601074,0.010844230651855469,0.009852349758148193,0.010375499725341797,0.08175051212310791,0.004720896482467651,0.004015982151031494,0.007957875728607178,0.013277411460876465,0.006364375352859497,0.0015130043029785156
