ID,Colour 1,Colour 2,Colour 3,Episode,Frame
dreams_palette_79,brown,grey,grey,Dreams,79
dreams_palette_80,blue,lilac,purple,Dreams,80
dreams_palette_81,grey,grey,blue,Dreams,81
dreams_palette_82,black,green,brown,Dreams,82
dreams_palette_83,black,grey,grey,Dreams,83
dreams_palette_84,red,black,red,Dreams,84
dreams_palette_85,grey,grey,grey,Dreams,85
dreams_palette_86,grey,brown,grey,Dreams,86
dreams_palette_87,blue,blue,blue,Dreams,87
dreams_palette_88,blue,black,grey,Dreams,88
dreams_palette_89,blue,black,blue,Dreams,89
dreams_palette_90,grey,black,grey,Dreams,90
dreams_palette_91,black,beige,brown,Dreams,91
dreams_palette_92,grey,grey,grey,Dreams,92
dreams_palette_93,blue,blue,grey,Dreams,93
dreams_palette_94,brown,blue,blue,Dreams,94
dreams_palette_95,beige,purple,purple,Dreams,95
dreams_palette_96,lilac,pink,black,Dreams,96
dreams_palette_97,purple,purple,black,Dreams,97
dreams_palette_98,purple,purple,black,Dreams,98
dreams_palette_99,green,brown,black,Dreams,99
dreams_palette_100,purple,black,purple,Dreams,100
dreams_palette_101,grey,blue,black,Dreams,101
dreams_palette_102,beige,black,lilac,Dreams,102
dreams_palette_103,lilac,black,purple,Dreams,103
dreams_palette_104,purple,blue,pink,Dreams,104
dreams_palette_105,black,beige,brown,Dreams,105
dreams_palette_106,black,blue,purple,Dreams,106
dreams_palette_107,purple,yellow,black,Dreams,107
dreams_palette_108,black,green,pink,Dreams,108
dreams_palette_109,pink,black,purple,Dreams,109
dreams_palette_110,black,blue,pink,Dreams,110
dreams_palette_111,green,pink,black,Dreams,111
dreams_palette_112,pink,green,black,Dreams,112
dreams_palette_113,grey,blue,black,Dreams,113
dreams_palette_114,pink,purple,blue,Dreams,114
dreams_palette_115,grey,grey,orange,Dreams,115
dreams_palette_116,brown,brown,blue,Dreams,116
dreams_palette_117,orange,grey,blue,Dreams,117
dreams_palette_118,orange,grey,blue,Dreams,118
dreams_palette_119,yellow,brown,blue,Dreams,119
dreams_palette_120,blue,orange,brown,Dreams,120
dreams_palette_121,orange,beige,brown,Dreams,121
dreams_palette_122,brown,orange,black,Dreams,122
dreams_palette_123,brown,beige,brown,Dreams,123
dreams_palette_124,brown,beige,brown,Dreams,124
dreams_palette_125,brown,pink,brown,Dreams,125
dreams_palette_126,pink,white,brown,Dreams,126
dreams_palette_127,white,black,grey,Dreams,127
dreams_palette_128,white,black,grey,Dreams,128
dreams_palette_129,white,black,grey,Dreams,129
dreams_palette_130,white,black,grey,Dreams,130
dreams_palette_131,white,black,grey,Dreams,131
dreams_palette_132,white,black,grey,Dreams,132
dreams_palette_133,white,black,grey,Dreams,133
dreams_palette_134,white,black,grey,Dreams,134
dreams_palette_135,white,black,grey,Dreams,135
dreams_palette_136,grey,black,grey,Dreams,136
dreams_palette_137,green,green,green,Dreams,137
family_palette_0,black,black,black,Family,0
family_palette_1,black,purple,beige,Family,1
family_palette_2,grey,black,purple,Family,2
family_palette_3,black,brown,grey,Family,3
family_palette_4,black,brown,grey,Family,4
family_palette_5,grey,grey,black,Family,5
family_palette_6,pink,black,brown,Family,6
family_palette_7,blue,black,yellow,Family,7
family_palette_8,piml,black,purple,Family,8
family_palette_9,brown,beige,black,Family,9
family_palette_10,black,brown,beige,Family,10
family_palette_11,maroon,pink,black,Family,11
family_palette_12,black,pink,pink,Family,12
family_palette_13,black,beige,brown,Family,13
family_palette_14,black,grey,purple,Family,14
family_palette_15,beige,black,purple,Family,15
family_palette_16,black,beige,brown,Family,16
family_palette_17,black,grey,grey,Family,17
family_palette_18,beige,black,brown,Family,18
family_palette_19,beige,black,green,Family,19
family_palette_20,grey,purple,black,Family,20
family_palette_21,beige,brown,black,Family,21
family_palette_22,pirple,purple,purple,Family,22
family_palette_23,purple,yellow,grey,Family,23
family_palette_24,brown,brown,beige,Family,24
family_palette_25,beige,green,grey,Family,25
family_palette_26,green,green,green,Family,26
family_palette_27,green,blue,green,Family,27
family_palette_28,brown,white,orange,Family,28
family_palette_29,blue,green,green,Family,29
family_palette_30,grey,beige,grey,Family,30
family_palette_31,brown,blue,green,Family,31
family_palette_32,black,grey,brown,Family,32
family_palette_33,green,blue,green,Family,33
family_palette_34,grey,grey,beige,Family,34
family_palette_35,green,grey,green,Family,35
family_palette_36,brown,beige,green,Family,36
family_palette_37,green,grey,grey,Family,37
family_palette_38,blue,maroon,grey,Family,38
family_palette_39,grey,grey,beige,Family,39
family_palette_40,brown,pink,green,Family,40
family_palette_41,brown,beige,green,Family,41
family_palette_42,pink,purple,pink,Family,42
family_palette_43,purpole,pink,blue,Family,43
family_palette_44,pink,blue,purple,Family,44
family_palette_45,pink,pink,purple,Family,45
family_palette_46,purple,black,pink,Family,46
family_palette_47,purple,brown,pink,Family,47
family_palette_48,purple,black,purple,Family,48
family_palette_49,grey,green,pink,Family,49
family_palette_50,pink,pink,purple,Family,50
family_palette_51,lilac,purple,purple,Family,51
family_palette_52,purple,beige,pink,Family,52
family_palette_53,green,pink,brown,Family,53
family_palette_54,maroon,pink,pink,Family,54
family_palette_55,maroon,pink,purple,Family,55
family_palette_56,pink,maroon,pink,Family,56
family_palette_57,purple,pink,black,Family,57
family_palette_58,pink,red,pink,Family,58
family_palette_59,pink,brown,purple,Family,59
family_palette_60,orange,lilac,yellow,Family,60
family_palette_61,purple,lilac,maroon,Family,61
family_palette_62,pink,brown,pink,Family,62
family_palette_63,yellow,purple,purple,Family,63
family_palette_64,orange,pink,maroon,Family,64
family_palette_65,pink,pink,purple,Family,65
family_palette_66,purple,grey,black,Family,66
family_palette_67,grey,grey,black,Family,67
family_palette_68,black,grey,grey,Family,68
family_palette_69,grey,purple,brown,Family,69
family_palette_70,grey,purple,grey,Family,70
family_palette_71,grey,purple,grey,Family,71
family_palette_72,grey,brown,grey,Family,72
family_palette_73,grey,green,grey,Family,73
family_palette_74,grey,green,grey,Family,74
family_palette_75,grey,green,grey,Family,75
family_palette_76,black,grey,purple,Family,76
family_palette_77,grey,green,purple,Family,77
family_palette_78,pink,grey,grey,Family,78
family_palette_79,grey,green,grey,Family,79
family_palette_80,green,grey,purple,Family,80
family_palette_81,grey,green,purple,Family,81
family_palette_82,green,grey,purple,Family,82
family_palette_83,grey,green,purple,Family,83
family_palette_84,black,purple,brown,Family,84
family_palette_85,brown,beige,black,Family,85
family_palette_86,brown,grey,blue,Family,86
family_palette_87,grey,blue,black,Family,87
family_palette_88,grey,blue,black,Family,88
family_palette_89,black,blue,blue,Family,89
family_palette_90,black,blue,green,Family,90
family_palette_91,blue,black,green,Family,91
family_palette_92,black,green,blue,Family,92
family_palette_93,black,beige,brown,Family,93
family_palette_94,black,brown,green,Family,94
family_palette_95,blue,blue,blue,Family,95
family_palette_96,green,green,black,Family,96
family_palette_97,white,brown,blue,Family,97
family_palette_98,green,lilac,green,Family,98
family_palette_99,brown,blue,black,Family,99
family_palette_100,green,blue,blue,Family,100
family_palette_101,green,blue,green,Family,101
family_palette_102,black,grey,brown,Family,102
family_palette_103,back,grey,green,Family,103
family_palette_104,grey,blue,green,Family,104
family_palette_105,black,grey,brown,Family,105
family_palette_106,green,black,green,Family,106
family_palette_107,green,green,green,Family,107
family_palette_108,maroon,yellow,blue,Family,108
family_palette_109,brown,green,beige,Family,109
family_palette_110,green,orange,green,Family,110
family_palette_111,beige,maroon,beige,Family,111
family_palette_112,black,beige,brown,Family,112
family_palette_113,purple,brown,beige,Family,113
family_palette_114,blue,grey,brown,Family,114
family_palette_115,brown,maroon,grey,Family,115
family_palette_116,purple,brown,black,Family,116
family_palette_117,grey,red,brown,Family,117
family_palette_118,brown,black,beige,Family,118
family_palette_119,brown,maroon,beige,Family,119
family_palette_120,pink,grey,brown,Family,120
family_palette_121,orange,brown,lilac,Family,121
family_palette_122,brown,black,beige,Family,122
family_palette_123,orange,pink,black,Family,123
family_palette_124,brown,grey,orange,Family,124
family_palette_125,brown,grey,orange,Family,125
family_palette_126,green,grey,grey,Family,126
family_palette_127,green,green,beige,Family,127
family_palette_128,grey,black,grey,Family,128
family_palette_129,brown,grey,grey,Family,129
family_palette_130,green,grey,beige,Family,130
family_palette_131,beige,black,grey,Family,131
family_palette_132,blue,brown,brown,Family,132
family_palette_133,green,grey,beige,Family,133
family_palette_134,black,grey,brown,Family,134
love_palette_0,black,black,black,Love,0
love_palette_1,pink,green,pink,Love,1
love_palette_2,pink,green,pink,Love,2
love_palette_3,pink,black,pink,Love,3
love_palette_4,pink,green,pink,Love,4
love_palette_5,pink,pink,purple,Love,5
love_palette_6,beige,purple,pink,Love,6
love_palette_7,beige,purple,pink,Love,7
love_palette_8,beige,purple,pink,Love,8
love_palette_9,pink,brown,beige,Love,9
love_palette_10,black,pink,pink,Love,10
love_palette_11,beige,purple,black,Love,11
love_palette_12,pink,pink,black,Love,12
love_palette_13,black,beige,pink,Love,13
love_palette_14,black,pink,pink,Love,14
love_palette_15,pink,pink,purple,Love,15
love_palette_16,pink,pink,pink,Love,16
love_palette_17,purple,purple,black,Love,17
love_palette_18,blue,black,purple,Love,18
love_palette_19,grey,grey,purple,Love,19
love_palette_20,green,green,red,Love,20
love_palette_21,brown,blue,blue,Love,21
love_palette_22,beige,green,green,Love,22
love_palette_23,grey,grey,green,Love,23
love_palette_24,black,lilac,black,Love,24
love_palette_25,black,purple,purple,Love,25
love_palette_26,black,orange,purple,Love,26
love_palette_27,red,black,orange,Love,27
love_palette_28,pink,black,blue,Love,28
love_palette_29,black,red,orange,Love,29
love_palette_30,black,orange,red,Love,30
love_palette_31,purple,purple,pink,Love,31
love_palette_32,black,blue,pink,Love,32
love_palette_33,black,pink,red,Love,33
love_palette_34,purple,grey,black,Love,34
love_palette_35,pink,black,red,Love,35
love_palette_36,pink,black,yellow,Love,36
love_palette_37,beige,pink,green,Love,37
love_palette_38,green,black,yellow,Love,38
love_palette_39,green,orange,black,Love,39
love_palette_40,green,orange,black,Love,40
love_palette_41,pink,black,orange,Love,41
love_palette_42,green,pink,black,Love,42
love_palette_43,orange,black,blue,Love,43
love_palette_44,yellow,green,black,Love,44
love_palette_45,green,yellow,black,Love,45
love_palette_46,black,green,yellow,Love,46
love_palette_47,pink,green,black,Love,47
love_palette_48,grey,red,orange,Love,48
love_palette_49,orange,black,pink,Love,49
love_palette_50,beige,yellow,orange,Love,50
love_palette_51,green,pink,green,Love,51
love_palette_52,pink,orange,black,Love,52
love_palette_53,yellow,white,red,Love,53
love_palette_54,white,yellow,red,Love,54
love_palette_55,yellow,white,red,Love,55
love_palette_56,white,yellow,red,Love,56
love_palette_57,yellow,white,red,Love,57
love_palette_58,yellow,white,red,Love,58
love_palette_59,yellow,white,red,Love,59
love_palette_60,yellow,white,red,Love,60
love_palette_61,yellow,purple,white,Love,61
love_palette_62,yellow,red,white,Love,62
love_palette_63,red,yellow,orange,Love,63
love_palette_64,grey,red,brown,Love,64
love_palette_65,grey,maroon,blue,Love,65
love_palette_66,blue,brown,grey,Love,66
love_palette_67,grey,red,grey,Love,67
love_palette_68,green,maroon,grey,Love,68
love_palette_69,grey,maroon,grey,Love,69
love_palette_70,maroon,green,grey,Love,70
love_palette_71,brown,green,grey,Love,71
love_palette_72,brown,grey,grey,Love,72
love_palette_73,brown,grey,beige,Love,73
love_palette_74,brown,grey,green,Love,74
love_palette_75,grey,green,white,Love,75
love_palette_76,white,black,blue,Love,76
love_palette_77,black,green,green,Love,77
love_palette_78,grey,black,white,Love,78
love_palette_79,black,white,blue,Love,79
love_palette_80,black,grey,blue,Love,80
love_palette_81,black,grey,grey,Love,81
love_palette_82,black,grey,grey,Love,82
love_palette_83,black,grey,purple,Love,83
love_palette_84,black,grey,purple,Love,84
love_palette_85,black,grey,blue,Love,85
love_palette_86,blue,white,blue,Love,86
love_palette_87,white,blue,black,Love,87
love_palette_88,white,black,grey,Love,88
love_palette_89,black,grey,blue,Love,89
love_palette_90,black,grey,green,Love,90
love_palette_91,green,blue,black,Love,91
love_palette_92,green,blue,black,Love,92
love_palette_93,green,black,grey,Love,93
love_palette_94,white,black,blue,Love,94
love_palette_95,black,pink,green,Love,95
love_palette_96,green,black,grey,Love,96
love_palette_97,brown,pink,black,Love,97
love_palette_98,black,grey,grey,Love,98
love_palette_99,brown,beige,grey,Love,99
love_palette_100,blue,grey,brown,Love,100
love_palette_101,grey,grey,grey,Love,101
love_palette_102,brown,brown,grey,Love,102
love_palette_103,lilac,grey,white,Love,103
love_palette_104,lilac,white,grey,Love,104
love_palette_105,brown,grey,green,Love,105
love_palette_106,blue,brown,blue,Love,106
love_palette_107,green,black,green,Love,107
love_palette_108,white,red,beige,Love,108
love_palette_109,pink,pink,red,Love,109
love_palette_110,brown,black,pink,Love,110
love_palette_111,green,green,brown,Love,111
love_palette_112,purple,purple,beige,Love,112
love_palette_113,grey,brown,purple,Love,113
love_palette_114,black,grey,grey,Love,114
love_palette_115,brown,black,grey,Love,115
love_palette_116,grey,green,black,Love,116
love_palette_117,green,grey,black,Love,117
love_palette_118,black,lilac,green,Love,118
love_palette_119,grey,black,green,Love,119
love_palette_120,black,green,purple,Love,120
love_palette_121,black,green,purple,Love,121
love_palette_122,green,black,purple,Love,122
love_palette_123,black,green,purple,Love,123
love_palette_124,black,green,purple,Love,124
love_palette_125,black,green,purple,Love,125
love_palette_126,black,green,purple,Love,126
love_palette_127,black,purple,green,Love,127
love_palette_128,black,green,purple,Love,128
love_palette_129,black,green,purple,Love,129
love_palette_130,black,lilac,green,Love,130
love_palette_131,green,black,purple,Love,131
love_palette_132,grey,grey,black,Love,132
love_palette_133,black,green,lilac,Love,133
love_palette_134,grey,brown,brown,Love,134
nightmares_palette_0,black,black,black,Nightmares,0
nightmares_palette_1,black,black,black,Nightmares,1
nightmares_palette_2,black,black,black,Nightmares,2
nightmares_palette_3,grey,black,grey,Nightmares,3
nightmares_palette_4,grey,grey,black,Nightmares,4
nightmares_palette_5,black,grey,black,Nightmares,5
nightmares_palette_6,black,black,grey,Nightmares,6
nightmares_palette_7,black,grey,grey,Nightmares,7
nightmares_palette_8,blue,black,grey,Nightmares,8
nightmares_palette_9,black,blue,grey,Nightmares,9
nightmares_palette_10,black,grey,grey,Nightmares,10
nightmares_palette_11,beige,black,brown,Nightmares,11
nightmares_palette_12,black,brown,brown,Nightmares,12
nightmares_palette_13,black,brown,brown,Nightmares,13
nightmares_palette_14,black,grey,grey,Nightmares,14
nightmares_palette_15,red,pink,black,Nightmares,15
nightmares_palette_16,black,brown,brown,Nightmares,16
nightmares_palette_17,black,brown,brown,Nightmares,17
nightmares_palette_18,black,brown,blue,Nightmares,18
nightmares_palette_19,brown,black,brown,Nightmares,19
nightmares_palette_20,black,grey,grey,Nightmares,20
nightmares_palette_21,black,brown,brown,Nightmares,21
nightmares_palette_22,black,grey,red,Nightmares,22
nightmares_palette_23,grey,black,grey,Nightmares,23
nightmares_palette_24,black,grey,grey,Nightmares,24
nightmares_palette_25,black,grey,grey,Nightmares,25
nightmares_palette_26,gery,grey,grey,Nightmares,26
nightmares_palette_27,black,grey,black,Nightmares,27
nightmares_palette_28,grey,black,grey,Nightmares,28
nightmares_palette_29,black,grey,grey,Nightmares,29
nightmares_palette_30,grey,black,purple,Nightmares,30
nightmares_palette_31,brown,brown,grey,Nightmares,31
nightmares_palette_32,green,black,brown,Nightmares,32
nightmares_palette_33,orange,black,pink,Nightmares,33
nightmares_palette_34,brown,beige,pink,Nightmares,34
nightmares_palette_35,brown,yellow,purple,Nightmares,35
nightmares_palette_36,black,black,black,Nightmares,36
nightmares_palette_37,grey,grey,black,Nightmares,37
nightmares_palette_38,grey,grey,black,Nightmares,38
nightmares_palette_39,black,grey,grey,Nightmares,39
nightmares_palette_40,grey,grey,grey,Nightmares,40
nightmares_palette_41,black,grey,grey,Nightmares,41
nightmares_palette_42,black,black,black,Nightmares,42
nightmares_palette_43,black,grey,grey,Nightmares,43
nightmares_palette_44,black,black,brown,Nightmares,44
nightmares_palette_45,black,red,maroon,Nightmares,45
nightmares_palette_46,black,brown,brown,Nightmares,46
nightmares_palette_47,black,brown,brown,Nightmares,47
nightmares_palette_48,black,brown,brown,Nightmares,48
nightmares_palette_49,black,brown,brown,Nightmares,49
nightmares_palette_50,maroon,black,red,Nightmares,50
nightmares_palette_51,brown,black,red,Nightmares,51
nightmares_palette_52,brown,black,pink,Nightmares,52
nightmares_palette_53,black,blue,grey,Nightmares,53
nightmares_palette_54,black,pink,brown,Nightmares,54
nightmares_palette_55,black,blue,green,Nightmares,55
nightmares_palette_56,black,grey,brown,Nightmares,56
nightmares_palette_57,black,pink,brown,Nightmares,57
nightmares_palette_58,black,pink,brown,Nightmares,58
nightmares_palette_59,brown,black,pink,Nightmares,59
nightmares_palette_60,black,grey,grey,Nightmares,60
nightmares_palette_61,black,brown,pink,Nightmares,61
nightmares_palette_62,green,black,green,Nightmares,62
nightmares_palette_63,green,grey,brown,Nightmares,63
nightmares_palette_64,brown,white,brown,Nightmares,64
nightmares_palette_65,brown,white,brown,Nightmares,65
nightmares_palette_66,brown,white,brown,Nightmares,66
nightmares_palette_67,brown,white,brown,Nightmares,67
nightmares_palette_68,black,brown,brown,Nightmares,68
nightmares_palette_69,black,beige,grey,Nightmares,69
nightmares_palette_70,black,beige,grey,Nightmares,70
nightmares_palette_71,black,beige,grey,Nightmares,71
nightmares_palette_72,black,grey,beige,Nightmares,72
nightmares_palette_73,grey,black,brown,Nightmares,73
nightmares_palette_74,grey,black,brown,Nightmares,74
nightmares_palette_75,black,purple,purple,Nightmares,75
nightmares_palette_76,purple,purple,maroon,Nightmares,76
nightmares_palette_77,purple,purple,maroon,Nightmares,77
nightmares_palette_78,purple,purple,maroon,Nightmares,78
nightmares_palette_79,purple,purple,black,Nightmares,79
nightmares_palette_80,grey,brown,black,Nightmares,80
nightmares_palette_81,purple,brown,black,Nightmares,81
nightmares_palette_82,grey,purple,black,Nightmares,82
nightmares_palette_83,purple,purple,maroon,Nightmares,83
nightmares_palette_84,maroon,purple,purple,Nightmares,84
nightmares_palette_85,grey,maroon,purple,Nightmares,85
nightmares_palette_86,grey,maroon,purple,Nightmares,86
nightmares_palette_87,grey,purple,maroon,Nightmares,87
nightmares_palette_88,grey,maroon,purple,Nightmares,88
nightmares_palette_89,black,brown,brown,Nightmares,89
nightmares_palette_90,brown,black,brown,Nightmares,90
nightmares_palette_91,brown,brown,brown,Nightmares,91
nightmares_palette_92,black,brown,brown,Nightmares,92
nightmares_palette_93,beige,black,brown,Nightmares,93
nightmares_palette_94,brown,beige,brown,Nightmares,94
nightmares_palette_95,black,brown,orange,Nightmares,95
nightmares_palette_96,black,brown,brown,Nightmares,96
nightmares_palette_97,beige,black,brown,Nightmares,97
nightmares_palette_98,brown,black,brown,Nightmares,98
nightmares_palette_99,brown,black,brown,Nightmares,99
nightmares_palette_100,black,beige,brown,Nightmares,100
nightmares_palette_101,black,grey,black,Nightmares,101
nightmares_palette_102,black,black,black,Nightmares,102
nightmares_palette_103,grey,black,grey,Nightmares,103
nightmares_palette_104,black,brown,grey,Nightmares,104
nightmares_palette_105,brown,black,brown,Nightmares,105
nightmares_palette_106,black,pink,brown,Nightmares,106
nightmares_palette_107,green,black,brown,Nightmares,107
nightmares_palette_108,black,grey,brown,Nightmares,108
nightmares_palette_109,brwon,blue,black,Nightmares,109
nightmares_palette_110,grey,black,brown,Nightmares,110
nightmares_palette_111,brown,brown,grey,Nightmares,111
nightmares_palette_112,black,grey,yellow,Nightmares,112
nightmares_palette_113,grey,black,yellow,Nightmares,113
nightmares_palette_114,black,brown,brown,Nightmares,114
nightmares_palette_115,black,green ,grey,Nightmares,115
nightmares_palette_116,brown,black,brown,Nightmares,116
nightmares_palette_117,black,brown,yellow,Nightmares,117
nightmares_palette_118,pink,black,brown,Nightmares,118
nightmares_palette_119,black,brown,grey,Nightmares,119
nightmares_palette_120,grey,grey,black,Nightmares,120
nightmares_palette_121,grey,black,grey,Nightmares,121
nightmares_palette_122,black,brown,pink,Nightmares,122
nightmares_palette_123,black,yellow,brown,Nightmares,123
nightmares_palette_124,yellow,black,brown,Nightmares,124
nightmares_palette_125,grey,grey,black,Nightmares,125
nightmares_palette_126,black,grey,grey,Nightmares,126
nightmares_palette_127,grey,blue,black,Nightmares,127
nightmares_palette_128,blue,brown,black,Nightmares,128
nightmares_palette_129,black,blue,red,Nightmares,129
nightmares_palette_130,brown,brown,grey,Nightmares,130
nightmares_palette_131,black,white,grey,Nightmares,131
nightmares_palette_132,grey,grey,grey,Nightmares,132
paradise_palette_0,black,black,black,Paradise,0
paradise_palette_1,blue,blue,yellow,Paradise,1
paradise_palette_2,blue,pink,blue,Paradise,2
paradise_palette_3,yellow,pink,brown,Paradise,3
paradise_palette_4,pink,yellow,brown,Paradise,4
paradise_palette_5,yellow,pink,brown,Paradise,5
paradise_palette_6,black,grey,brown,Paradise,6
paradise_palette_7,black,white,green,Paradise,7
paradise_palette_8,red,black,green,Paradise,8
paradise_palette_9,grey,green ,grey,Paradise,9
paradise_palette_10,blue,blue,grey,Paradise,10
paradise_palette_11,green,blue,green,Paradise,11
paradise_palette_12,green,beige,brown,Paradise,12
paradise_palette_13,black,green,brown,Paradise,13
paradise_palette_14,black,blue,blue,Paradise,14
paradise_palette_15,blue,blue,blue,Paradise,15
paradise_palette_16,blue,blue,blue,Paradise,16
paradise_palette_17,grey,grey,black,Paradise,17
paradise_palette_18,purple,black,purple,Paradise,18
paradise_palette_19,grey,brown,brown,Paradise,19
paradise_palette_20,brown,brown,beige,Paradise,20
paradise_palette_21,blue,blue,blue,Paradise,21
paradise_palette_22,blue,blue,blue,Paradise,22
paradise_palette_23,blue,grey,purple,Paradise,23
paradise_palette_24,blue,blue,blue,Paradise,24
paradise_palette_25,blue,brown,beige,Paradise,25
paradise_palette_26,blue,blue,blue,Paradise,26
paradise_palette_27,brown,grey,grey,Paradise,27
paradise_palette_28,black,black,black,Paradise,28
paradise_palette_29,red,purple,grey,Paradise,29
paradise_palette_30,green,orange,black,Paradise,30
paradise_palette_31,purple,orange,red,Paradise,31
paradise_palette_32,black,pink,purple,Paradise,32
paradise_palette_33,purple,orange,lilac,Paradise,33
paradise_palette_34,red,pink,green,Paradise,34
paradise_palette_35,green,red,pink,Paradise,35
paradise_palette_36,purple,purple,purple,Paradise,36
paradise_palette_37,green,beige,pink,Paradise,37
paradise_palette_38,pink,green,grey,Paradise,38
paradise_palette_39,black,pink,orange,Paradise,39
paradise_palette_40,brown,orange,pink,Paradise,40
paradise_palette_41,black,green,brown,Paradise,41
paradise_palette_42,green,black,brown,Paradise,42
paradise_palette_43,green,black,brown,Paradise,43
paradise_palette_44,black,green,brown,Paradise,44
paradise_palette_45,black,green,brown,Paradise,45
paradise_palette_46,blue,black,green,Paradise,46
paradise_palette_47,black,green,brown,Paradise,47
paradise_palette_48,purple,black,purple,Paradise,48
paradise_palette_49,black,brown,green,Paradise,49
paradise_palette_50,black,green,green,Paradise,50
paradise_palette_51,brown,black,yellow,Paradise,51
paradise_palette_52,brown,black,yellow,Paradise,52
paradise_palette_53,black,green,brown,Paradise,53
paradise_palette_54,blue,black,blue,Paradise,54
paradise_palette_55,black,green,green,Paradise,55
paradise_palette_56,green,blue,purple,Paradise,56
paradise_palette_57,orange,blue,pink,Paradise,57
paradise_palette_58,blue,orange,pink,Paradise,58
paradise_palette_59,purple,blue,green,Paradise,59
paradise_palette_60,purple,purple,green,Paradise,60
paradise_palette_61,green,purple,blue,Paradise,61
paradise_palette_62,blue,green,pink,Paradise,62
paradise_palette_63,blue,green,purple,Paradise,63
paradise_palette_64,purple,green,purple,Paradise,64
paradise_palette_65,purple,green,blue,Paradise,65
paradise_palette_66,green,pink,green,Paradise,66
paradise_palette_67,blue,pink,green,Paradise,67
paradise_palette_68,purple,green,blue,Paradise,68
paradise_palette_69,pink,blue,red,Paradise,69
paradise_palette_70,red,pink,blue,Paradise,70
paradise_palette_71,purple,red,maroon,Paradise,71
paradise_palette_72,pink,grey,brown,Paradise,72
paradise_palette_73,brown,pink,grey,Paradise,73
paradise_palette_74,pink,brown,pink,Paradise,74
paradise_palette_75,black,pink,pink,Paradise,75
paradise_palette_76,black,grey,grey,Paradise,76
paradise_palette_77,black,orange,grey,Paradise,77
paradise_palette_78,brown,grey,black,Paradise,78
paradise_palette_79,grey,black,grey,Paradise,79
paradise_palette_80,grey,brown,grey,Paradise,80
paradise_palette_81,black,grey,grey,Paradise,81
paradise_palette_82,green,blue,pink,Paradise,82
paradise_palette_83,yellow,purple,green,Paradise,83
paradise_palette_84,brown,green,yellow,Paradise,84
paradise_palette_85,blue,grey,blue,Paradise,85
paradise_palette_86,blue,grey,brown,Paradise,86
paradise_palette_87,blue,blue,pink,Paradise,87
paradise_palette_88,purple,brown,grey,Paradise,88
paradise_palette_89,blue,pink,blue,Paradise,89
paradise_palette_90,black,purple,blue,Paradise,90
paradise_palette_91,blue,black,blue,Paradise,91
paradise_palette_92,blue,blue,pink,Paradise,92
paradise_palette_93,blue,blue,pink,Paradise,93
paradise_palette_94,purple,green,purple,Paradise,94
paradise_palette_95,black,white,grey,Paradise,95
paradise_palette_96,grey,grey,grey,Paradise,96
paradise_palette_97,grey,black,grey,Paradise,97
paradise_palette_98,grey,black,grey,Paradise,98
paradise_palette_99,red,black,red,Paradise,99
paradise_palette_100,brown,black,grey,Paradise,100
paradise_palette_101,black,pink,brown,Paradise,101
paradise_palette_102,orange,brown,orange,Paradise,102
paradise_palette_103,grey,pink,black,Paradise,103
paradise_palette_104,black,brown,grey,Paradise,104
paradise_palette_105,black,grey,brown,Paradise,105
paradise_palette_106,black,grey,brown,Paradise,106
paradise_palette_107,grey,black,grey,Paradise,107
paradise_palette_108,grey,blue,black,Paradise,108
paradise_palette_109,brown,green,green,Paradise,109
paradise_palette_110,blue,blue,green,Paradise,110
paradise_palette_111,blue,blue,green,Paradise,111
paradise_palette_112,grey,blue,grey,Paradise,112
paradise_palette_113,grey,grey,grey,Paradise,113
paradise_palette_114,grey,grey,grey,Paradise,114
paradise_palette_115,grey,grey,grey,Paradise,115
paradise_palette_116,grey,grey,grey,Paradise,116
paradise_palette_117,grey,grey,black,Paradise,117
paradise_palette_118,grey,grey,grey,Paradise,118
paradise_palette_119,grey,black,grey,Paradise,119
paradise_palette_120,black,grey,grey,Paradise,120
paradise_palette_121,grey,black,grey,Paradise,121
paradise_palette_122,grey,grey,black,Paradise,122
paradise_palette_123,blue,black,grey,Paradise,123
paradise_palette_124,pink,purple,purple,Paradise,124
paradise_palette_125,orange,pink,black,Paradise,125
paradise_palette_126,brown,purple,brown,Paradise,126
paradise_palette_127,brown,brown,purple,Paradise,127
paradise_palette_128,brown,brown,orange,Paradise,128
paradise_palette_129,brown,brown,brown,Paradise,129
paradise_palette_130,brown,black,blue,Paradise,130
paradise_palette_131,brown,black,pink,Paradise,131
paradise_palette_132,brown,brown,pink,Paradise,132
paradise_palette_133,green,green,brown,Paradise,133
paradise_palette_134,green,blue,green,Paradise,134
